,Channels,long,lat,arrival time
1150,1580.0,-121.883412257,37.3437143618,1263.69631989
1151,1581.0,-121.883417984,37.3437220519,1263.59815544
1152,1582.0,-121.883423726,37.3437297625,1263.499747
1153,1583.0,-121.883429258,37.3437371919,1263.40487838
1154,1584.0,-121.883434791,37.3437446216,1263.31001608
1155,1585.0,-121.883440412,37.343752168,1263.21369677
1156,1586.0,-121.883446147,37.3437598704,1263.11537944
1157,1587.0,-121.883451677,37.3437672955,1263.01957063
1158,1588.0,-121.883457394,37.3437749302,1262.92249826
1159,1589.0,-121.883463246,37.3437827322,1262.82471788
1160,1590.0,-121.883469178,37.3437906429,1262.72581276
1161,1591.0,-121.883475146,37.3437985989,1262.62637712
1162,1592.0,-121.883481125,37.3438065717,1262.52674716
1163,1593.0,-121.883487058,37.3438144828,1262.42782763
1164,1594.0,-121.883492768,37.3438220952,1262.33264629
1165,1595.0,-121.883498561,37.343829819,1262.23612476
1166,1596.0,-121.88350435,37.3438375377,1262.1396477
1167,1597.0,-121.883509996,37.3438450658,1262.0428221
1168,1598.0,-121.883515621,37.343852451,1261.94572851
1169,1599.0,-121.883521547,37.343860139,1261.84755144
1170,1600.0,-121.883527603,37.3438679959,1261.74932359
1171,1601.0,-121.883533728,37.3438759416,1261.64998807
1172,1602.0,-121.883539974,37.3438840439,1261.54870539
1173,1603.0,-121.883546283,37.3438922277,1261.44642057
1174,1604.0,-121.883552623,37.3439004538,1261.34360631
1175,1605.0,-121.883559045,37.3439087845,1261.23948287
1176,1606.0,-121.883565489,37.3439171454,1261.1349602
1177,1607.0,-121.883572123,37.3439257506,1261.0281838
1178,1608.0,-121.883578672,37.3439342857,1260.92098641
1179,1609.0,-121.883585121,37.3439427057,1260.81381471
1180,1610.0,-121.88359161,37.3439511787,1260.70562689
1181,1611.0,-121.883598295,37.3439599055,1260.59421779
1182,1612.0,-121.883604776,37.3439683663,1260.4862147
1183,1613.0,-121.883610746,37.34397616,1260.38671804
1184,1614.0,-121.883616816,37.3439840852,1260.28556587
1185,1615.0,-121.883622919,37.3439920535,1260.18382311
1186,1616.0,-121.883629069,37.3440000817,1260.08248351
1187,1617.0,-121.883635489,37.3440085217,1259.9806802
1188,1618.0,-121.883641602,37.3440167908,1259.87818602
1189,1619.0,-121.883647661,37.3440249871,1259.77124747
1190,1620.0,-121.883654348,37.3440340343,1259.65324105
1191,1621.0,-121.883660583,37.3440424697,1259.54319449
1192,1622.0,-121.883666379,37.3440503109,1259.44092263
1193,1623.0,-121.883672145,37.3440581125,1259.33920257
1194,1624.0,-121.883677957,37.3440659759,1259.23662616
1195,1625.0,-121.883683769,37.3440738392,1259.13402891
1196,1626.0,-121.883689583,37.3440817054,1259.03143568
1197,1627.0,-121.883695329,37.3440894782,1258.93007002
1198,1628.0,-121.883701206,37.3440974302,1258.82633689
1199,1629.0,-121.883707271,37.3441056355,1258.71929602
1200,1630.0,-121.883713281,37.3441137659,1258.6132777
1201,1631.0,-121.883719239,37.3441218281,1258.50812543
1202,1632.0,-121.883725397,37.3441301598,1258.39943887
1203,1633.0,-121.883731406,37.3441382899,1258.29337636
1204,1634.0,-121.883737394,37.3441463905,1258.18771856
1205,1635.0,-121.883743255,37.34415432,1258.08313835
1206,1636.0,-121.883748599,37.3441615057,1257.98151336
1207,1637.0,-121.883753744,37.3441682065,1257.88175679
1208,1638.0,-121.883759534,37.3441757504,1257.77647444
1209,1639.0,-121.883765392,37.3441833843,1257.66996459
1210,1640.0,-121.883771217,37.3441909733,1257.56407592
1211,1641.0,-121.883777037,37.3441985584,1257.45823627
1212,1642.0,-121.883782883,37.3442061745,1257.35196738
1213,1643.0,-121.883788803,37.3442138891,1257.24432568
1214,1644.0,-121.883794692,37.3442215624,1257.13723546
1215,1645.0,-121.883800434,37.3442290449,1257.03284055
1216,1646.0,-121.883806192,37.3442365481,1256.92816283
1217,1647.0,-121.883811876,37.3442439544,1256.82479704
1218,1648.0,-121.883817499,37.3442512807,1256.72258646
1219,1649.0,-121.883823168,37.3442586684,1256.61950076
1220,1650.0,-121.883828846,37.3442660659,1256.51627401
1221,1651.0,-121.883831744,37.3442698434,1256.46362884
1222,1652.0,-121.883831744,37.3442698434,1256.46362884
1223,1653.0,-121.883831744,37.3442698434,1256.46362884
1224,1654.0,-121.883831744,37.3442698434,1256.46362884
1225,1655.0,-121.883831744,37.3442698434,1256.46362884
1226,1656.0,-121.883831744,37.3442698434,1256.46362884
1227,1657.0,-121.883831744,37.3442698434,1256.46362884
1228,1658.0,-121.883831737,37.3442698344,1256.46362884
1229,1659.0,-121.883834635,37.3442736099,1256.41098366
1230,1660.0,-121.883840572,37.3442813459,1256.3030765
1231,1661.0,-121.883846484,37.3442890494,1256.1955947
1232,1662.0,-121.883852601,37.3442970216,1256.08721212
1233,1663.0,-121.883859311,37.3443059063,1255.97917229
1234,1664.0,-121.883865774,37.344314981,1255.86943478
1235,1665.0,-121.883871611,37.3443231901,1255.75997895
1236,1666.0,-121.88387744,37.344331388,1255.6506538
1237,1667.0,-121.883883188,37.344339471,1255.54288021
1238,1668.0,-121.88388895,37.3443475727,1255.43486527
1239,1669.0,-121.883894616,37.3443555407,1255.32864277
1240,1670.0,-121.883900405,37.3443636816,1255.22007587
1241,1671.0,-121.883906228,37.3443718704,1255.11088334
1242,1672.0,-121.883911496,37.3443792873,1255.00243264
1243,1673.0,-121.883916871,37.3443864543,1254.89461917
1244,1674.0,-121.883922763,37.3443943094,1254.78726684
1245,1675.0,-121.883928638,37.3444021437,1254.68045759
1246,1676.0,-121.883934521,37.3444099878,1254.5734582
1247,1677.0,-121.883940406,37.3444178338,1254.46648645
1248,1678.0,-121.883946306,37.3444257011,1254.35920378
1249,1679.0,-121.88395226,37.3444336384,1254.25096174
1250,1680.0,-121.883958276,37.3444416602,1254.14160869
1251,1681.0,-121.883964041,37.3444493488,1254.03274604
1252,1682.0,-121.883969792,37.3444568567,1253.92465541
1253,1683.0,-121.883975805,37.3444646389,1253.81682761
1254,1684.0,-121.883981828,37.3444724331,1253.71054285
1255,1685.0,-121.883987856,37.3444802337,1253.60416173
1256,1686.0,-121.883993882,37.344488032,1253.49782957
1257,1687.0,-121.883999918,37.344495843,1253.39132021
1258,1688.0,-121.884006023,37.3445037429,1253.2835906
1259,1689.0,-121.88401209,37.3445115959,1253.17650204
1260,1690.0,-121.884018275,37.3445195994,1253.06953159
1261,1691.0,-121.884024839,37.3445281903,1252.95810391
1262,1692.0,-121.884031373,37.3445369013,1252.84281485
1263,1693.0,-121.884037767,37.344545426,1252.7265731
1264,1694.0,-121.884044155,37.3445539426,1252.61048127
1265,1695.0,-121.884050502,37.3445624062,1252.49506859
1266,1696.0,-121.884056144,37.344569929,1252.39245055
1267,1697.0,-121.884061809,37.3445774821,1252.28945888
1268,1698.0,-121.884068063,37.3445858215,1252.17574689
1269,1699.0,-121.884074388,37.3445942539,1252.06075077
1270,1700.0,-121.88408043,37.34460231,1251.95089912
1271,1701.0,-121.884086471,37.3446103648,1251.84106323
1272,1702.0,-121.884092512,37.3446184194,1251.73122733
1273,1703.0,-121.884098553,37.3446264738,1251.62139144
1274,1704.0,-121.884104594,37.3446345283,1251.51155555
1275,1705.0,-121.884110637,37.3446425854,1251.40171966
1276,1706.0,-121.884116677,37.34465064,1251.29188377
1277,1707.0,-121.884122716,37.3446586923,1251.18204788
1278,1708.0,-121.884129003,37.3446670759,1251.07221198
1279,1709.0,-121.884135579,37.344676061,1250.96237609
1280,1710.0,-121.884141552,37.3446846133,1250.8525402
1281,1711.0,-121.884147044,37.3446924849,1250.74270431
1282,1712.0,-121.884152536,37.3447003565,1250.63286842
1283,1713.0,-121.884158029,37.3447082306,1250.52303253
1284,1714.0,-121.88416352,37.3447161022,1250.41319663
1285,1715.0,-121.884169011,37.3447239715,1250.30336074
1286,1716.0,-121.884174503,37.3447318432,1250.19352485
1287,1717.0,-121.884179858,37.344739519,1250.08368896
1288,1718.0,-121.884184689,37.3447463518,1249.97385307
1289,1719.0,-121.884189482,37.3447527894,1249.86401718
1290,1720.0,-121.88419479,37.3447599287,1249.75418128
1291,1721.0,-121.884200098,37.3447670654,1249.64434539
1292,1722.0,-121.884205407,37.3447742047,1249.5345095
1293,1723.0,-121.884210717,37.3447813466,1249.42467361
1294,1724.0,-121.884216025,37.3447884859,1249.31483772
1295,1725.0,-121.884221333,37.3447956226,1249.20500183
1296,1726.0,-121.884226762,37.3448029247,1249.09516593
1297,1727.0,-121.884232897,37.3448112936,1248.98533004
1298,1728.0,-121.884238301,37.3448192659,1248.87549415
1299,1729.0,-121.884242878,37.3448260392,1248.76565826
1300,1730.0,-121.884247454,37.3448328124,1248.65582237
1301,1731.0,-121.884252031,37.3448395857,1248.54598648
1302,1732.0,-121.884256607,37.3448463589,1248.43615058
1303,1733.0,-121.884261184,37.3448531322,1248.32631469
1304,1734.0,-121.88426576,37.3448599054,1248.2164788
1305,1735.0,-121.884270341,37.3448666835,1248.10664291
1306,1736.0,-121.884275016,37.3448736065,1247.99680702
1307,1737.0,-121.884279169,37.3448798341,1247.88697113
1308,1738.0,-121.884283198,37.3448858783,1247.77713523
1309,1739.0,-121.884287223,37.344891916,1247.66729935
1310,1740.0,-121.884291251,37.3448979569,1247.55746345
1311,1741.0,-121.88429528,37.3449040012,1247.44762758
1312,1742.0,-121.884299307,37.3449100421,1247.3377917
1313,1743.0,-121.884303332,37.3449160798,1247.22795583
1314,1744.0,-121.88430736,37.3449221207,1247.11811998
1315,1745.0,-121.884311387,37.3449281617,1247.00828409
1316,1746.0,-121.884307399,37.3449311823,1246.98782386
1317,1747.0,-121.88430341,37.344934203,1246.96736364
1318,1748.0,-121.884299422,37.3449372236,1246.94690341
1319,1749.0,-121.884295434,37.3449402442,1246.92644318
1320,1750.0,-121.884291446,37.3449432648,1246.90598295
1321,1751.0,-121.884287458,37.3449462855,1246.88552273
1322,1752.0,-121.88428347,37.3449493061,1246.8650625
1323,1753.0,-121.884279482,37.3449523267,1246.84460227
1324,1754.0,-121.884275493,37.3449553473,1246.82414204
1325,1755.0,-121.884271505,37.344958368,1246.80368182
1326,1756.0,-121.884267517,37.3449613886,1246.78322159
1327,1757.0,-121.884263529,37.3449644092,1246.76276136
1328,1758.0,-121.884259541,37.3449674299,1246.74230114
1329,1759.0,-121.884255553,37.3449704505,1246.72184091
1330,1760.0,-121.884251564,37.3449734711,1246.70138068
1331,1761.0,-121.884247576,37.3449764917,1246.68092045
1332,1762.0,-121.884243588,37.3449795124,1246.66046023
1333,1763.0,-121.8842396,37.344982533,1246.64
1334,1764.0,-121.884236357,37.344985748,1246.47409277
1335,1765.0,-121.884233114,37.344988963,1246.30818553
1336,1766.0,-121.884229872,37.344992178,1246.1422783
1337,1767.0,-121.884226629,37.344995393,1245.97637106
1338,1768.0,-121.884223386,37.344998608,1245.81046383
1339,1769.0,-121.884220143,37.345001823,1245.64455659
1340,1770.0,-121.8842169,37.345005038,1245.47864936
1341,1771.0,-121.884213658,37.345008253,1245.31274213
1342,1772.0,-121.884210415,37.3450114679,1245.14683489
1343,1773.0,-121.884207172,37.3450146829,1244.98092766
1344,1774.0,-121.884203929,37.3450178979,1244.81502042
1345,1775.0,-121.884200686,37.3450211129,1244.64911319
1346,1776.0,-121.884197444,37.3450243279,1244.48320595
1347,1777.0,-121.884194201,37.3450275429,1244.31729872
1348,1778.0,-121.884190958,37.3450307579,1244.15139148
1349,1779.0,-121.884187715,37.3450339729,1243.98548425
1350,1780.0,-121.884184473,37.3450371879,1243.81957702
1351,1781.0,-121.88418123,37.3450404029,1243.65366978
1352,1782.0,-121.884177987,37.3450436179,1243.48776255
1353,1783.0,-121.884174744,37.3450468329,1243.32185531
1354,1784.0,-121.884171501,37.3450500479,1243.15594808
1355,1785.0,-121.884168259,37.3450532629,1242.99004084
1356,1786.0,-121.884165016,37.3450564779,1242.82413361
1357,1787.0,-121.884161773,37.3450596929,1242.65822638
1358,1788.0,-121.88415853,37.3450629079,1242.49231914
1359,1789.0,-121.884155287,37.3450661228,1242.32641191
1360,1790.0,-121.884152045,37.3450693378,1242.16050467
1361,1791.0,-121.884148802,37.3450725528,1241.99459744
1362,1792.0,-121.884145559,37.3450757678,1241.8286902
1363,1793.0,-121.884142316,37.3450789828,1241.66278297
1364,1794.0,-121.884139073,37.3450821978,1241.49687573
1365,1795.0,-121.884135831,37.3450854128,1241.3309685
1366,1796.0,-121.884131065,37.3450876707,1241.18029118
1367,1797.0,-121.884126681,37.3450897474,1241.02961448
1368,1798.0,-121.884120434,37.345092656,1240.87893708
1369,1799.0,-121.884113456,37.3450958959,1240.72825968
1370,1800.0,-121.884106425,37.3450991603,1240.57758233
1371,1801.0,-121.884099393,37.3451024249,1240.42690489
1372,1802.0,-121.884092362,37.3451056896,1240.27622742
1373,1803.0,-121.884085508,37.3451088719,1240.12554992
1374,1804.0,-121.884079045,37.3451118489,1239.97487241
1375,1805.0,-121.884070617,37.345115593,1239.82419491
1376,1806.0,-121.884061956,37.3451194421,1239.67984099
1377,1807.0,-121.884051842,37.3451239373,1239.51128712
1378,1808.0,-121.884039634,37.345129363,1239.30782178
1379,1809.0,-121.884024309,37.3451361884,1239.07811881
1380,1810.0,-121.884004825,37.3451454638,1238.80712872
1381,1811.0,-121.883987236,37.3451540426,1238.55663362
1382,1812.0,-121.883973095,37.3451609405,1238.34970297
1383,1813.0,-121.883961243,37.3451667224,1238.17623762
1384,1814.0,-121.883954371,37.3451700751,1238.07089109
1385,1815.0,-121.883949185,37.3451725675,1237.97693338
1386,1816.0,-121.883941409,37.3451761133,1237.86455446
1387,1817.0,-121.883930414,37.345181133,1237.7211178
1388,1818.0,-121.883919446,37.3451861402,1237.57804571
1389,1819.0,-121.883908255,37.345191249,1237.43208009
1390,1820.0,-121.883898525,37.3451956905,1237.30518384
1391,1821.0,-121.883891373,37.3451989559,1237.21192537
1392,1822.0,-121.883884677,37.345202013,1237.12456338
1393,1823.0,-121.883874118,37.3452068521,1237.01009892
1394,1824.0,-121.883862484,37.3452126158,1236.88495049
1395,1825.0,-121.88385185,37.3452179323,1236.75366337
1396,1826.0,-121.883840193,37.3452237615,1236.60792073
1397,1827.0,-121.883830917,37.3452283988,1236.49198046
1398,1828.0,-121.883820935,37.3452333901,1236.3672277
1399,1829.0,-121.883810591,37.345238562,1236.23792069
1400,1830.0,-121.883802268,37.3452427237,1236.13386139
1401,1831.0,-121.883794345,37.3452466873,1236.02732675
1402,1832.0,-121.883786469,37.3452505055,1235.92217816
1403,1833.0,-121.883778548,37.3452543078,1235.82455446
1404,1834.0,-121.883769349,37.3452587229,1235.7141576
1405,1835.0,-121.883760306,37.3452630634,1235.60564484
1406,1836.0,-121.883752078,37.3452670127,1235.50693455
1407,1837.0,-121.883744256,37.3452707674,1235.41306656
1408,1838.0,-121.883735875,37.3452747902,1235.31247525
1409,1839.0,-121.883727491,37.3452788143,1235.21188119
1410,1840.0,-121.883718622,37.3452830717,1235.10534656
1411,1841.0,-121.883710558,37.3452869444,1234.99881182
1412,1842.0,-121.883702785,37.3452905157,1234.89544554
1413,1843.0,-121.883693428,37.3452948201,1234.78316748
1414,1844.0,-121.883683075,37.3452995829,1234.65890547
1415,1845.0,-121.88367283,37.3453042951,1234.53596635
1416,1846.0,-121.883658688,37.3453108003,1234.36627764
1417,1847.0,-121.883644832,37.3453171746,1234.2
1418,1848.0,-121.883631339,37.3453233849,1234.04752475
1419,1849.0,-121.883618354,37.3453296078,1233.90016127
1420,1850.0,-121.883607936,37.3453347045,1233.77268637
1421,1851.0,-121.883601386,37.3453379098,1233.68910891
1422,1852.0,-121.883595398,37.3453408402,1233.61267327
1423,1853.0,-121.88358877,37.345344084,1233.52801988
1424,1854.0,-121.883583239,37.3453467904,1233.45742576
1425,1855.0,-121.883577091,37.3453497989,1233.37891079
1426,1856.0,-121.883571762,37.3453524064,1233.31089109
1427,1857.0,-121.883565928,37.3453552615,1233.23643564
1428,1858.0,-121.883557855,37.3453592123,1233.13336636
1429,1859.0,-121.883547435,37.3453643187,1233.01425743
1430,1860.0,-121.883537731,37.3453693392,1232.90138635
1431,1861.0,-121.883529293,37.34537375,1232.78861412
1432,1862.0,-121.883520397,37.3453784002,1232.66732565
1433,1863.0,-121.883511248,37.3453831829,1232.54257426
1434,1864.0,-121.883501143,37.3453884646,1232.40475338
1435,1865.0,-121.883491056,37.3453937371,1232.26722769
1436,1866.0,-121.883477265,37.3454009466,1232.07564356
1437,1867.0,-121.883464083,37.3454077461,1231.89188101
1438,1868.0,-121.883446949,37.3454165031,1231.66128705
1439,1869.0,-121.883426551,37.345426929,1231.38930693
1440,1870.0,-121.883407798,37.345436515,1231.13336638
1441,1871.0,-121.883395274,37.3454427559,1230.94306931
1442,1872.0,-121.883384639,37.3454477069,1230.78267335
1443,1873.0,-121.883377515,37.3454510313,1230.68772241
1444,1874.0,-121.883371442,37.3454538654,1230.60673267
1445,1875.0,-121.883365653,37.3454565674,1230.5295075
1446,1876.0,-121.883359786,37.3454593049,1230.45128621
1447,1877.0,-121.883358067,37.3454601072,1230.42838029
1448,1878.0,-121.88335462,37.345461716,1230.38245947
1449,1879.0,-121.883350352,37.3454637077,1230.32554455
1450,1880.0,-121.883346346,37.3454655772,1230.27207921
1451,1881.0,-121.883341797,37.3454677,1230.21141645
1452,1882.0,-121.883338155,37.3454693996,1230.16290071
1453,1883.0,-121.883332313,37.3454721257,1230.0856158
1454,1884.0,-121.883324749,37.3454756637,1229.98912738
1455,1885.0,-121.883317585,37.3454790743,1229.8919844
1456,1886.0,-121.883311197,37.3454821163,1229.80075407
1457,1887.0,-121.88330884,37.3454832391,1229.76707463
1458,1888.0,-121.883304813,37.3454851568,1229.70953324
1459,1889.0,-121.883300514,37.3454872037,1229.64808367
1460,1890.0,-121.883294877,37.3454898879,1229.56752089
1461,1891.0,-121.883290046,37.3454921881,1229.49853693
1462,1892.0,-121.883287472,37.3454934141,1229.46178218
1463,1893.0,-121.883281178,37.3454964112,1229.37188119
1464,1894.0,-121.883270727,37.3455013877,1229.22257426
1465,1895.0,-121.883260562,37.3455062307,1229.06811876
1466,1896.0,-121.883252118,37.3455101134,1228.91524752
1467,1897.0,-121.883241852,37.3455146736,1228.73366318
1468,1898.0,-121.883231994,37.345519055,1228.56940583
1469,1899.0,-121.883224637,37.3455223249,1228.44673267
1470,1900.0,-121.883218925,37.3455248631,1228.35154466
1471,1901.0,-121.883206776,37.3455302627,1228.14914454
1472,1902.0,-121.883197027,37.3455345999,1227.99913591
1473,1903.0,-121.883189829,37.3455379418,1227.84489349
1474,1904.0,-121.883183754,37.345541367,1163.68710317
1475,1905.0,-121.88317768,37.3455447921,1099.52931284
1476,1906.0,-121.883171606,37.3455482172,1035.37152252
1477,1907.0,-121.883165531,37.3455516423,971.213732191
1478,1908.0,-121.883159457,37.3455550674,907.055941866
1479,1909.0,-121.883153382,37.3455584925,842.898151541
1480,1910.0,-121.883147308,37.3455619176,778.740361216
1481,1911.0,-121.883141233,37.3455653427,714.582570891
1482,1912.0,-121.883135159,37.3455687678,650.424780566
1483,1913.0,-121.883129084,37.3455721929,586.266990241
1484,1914.0,-121.88312301,37.345575618,522.109199916
1485,1915.0,-121.883116935,37.3455790431,457.951409592
1486,1916.0,-121.883110861,37.3455824683,393.793619267
1487,1917.0,-121.883104786,37.3455858934,329.635828942
1488,1918.0,-121.883098712,37.3455893185,265.478038617
1489,1919.0,-121.883095037,37.3455913497,265.536154168
1490,1920.0,-121.883087736,37.3455953845,265.651496575
1491,1921.0,-121.88308039,37.3455994438,265.767446262
1492,1922.0,-121.883073072,37.3456034884,265.884155844
1493,1923.0,-121.883069095,37.3456057668,266.002291191
1494,1924.0,-121.883063211,37.3456083869,266.119773094
1495,1925.0,-121.883054275,37.3456124668,266.236339487
1496,1926.0,-121.883045599,37.3456164278,266.349517401
1497,1927.0,-121.883036995,37.3456203556,266.461747141
1498,1928.0,-121.883028328,37.3456243121,266.574816043
1499,1929.0,-121.883019952,37.3456281358,266.684038812
1500,1930.0,-121.883011622,37.345631939,266.792698603
1501,1931.0,-121.883003404,37.3456356911,266.903251578
1502,1932.0,-121.88299705,37.3456385715,267.01253711
1503,1933.0,-121.882989313,37.3456416771,267.122103191
1504,1934.0,-121.882979616,37.345645593,267.233978831
1505,1935.0,-121.882969872,37.3456495282,267.346410612
1506,1936.0,-121.88296023,37.3456534222,267.457674526
1507,1937.0,-121.882950657,37.3456572881,267.568108411
1508,1938.0,-121.882941121,37.3456611396,267.678158352
1509,1939.0,-121.882931455,37.345665043,267.789707715
1510,1940.0,-121.882921402,37.345669103,267.903136804
1511,1941.0,-121.882910075,37.3456737508,268.014325425
1512,1942.0,-121.882899011,37.3456786561,268.121955761
1513,1943.0,-121.882889228,37.3456830039,268.230661131
1514,1944.0,-121.882879445,37.345687352,268.339351859
1515,1945.0,-121.882869739,37.3456916658,268.447206711
1516,1946.0,-121.882859954,37.3456960145,268.555915869
1517,1947.0,-121.882850058,37.3457004129,268.665874274
1518,1948.0,-121.882839939,37.3457049103,268.778307328
1519,1949.0,-121.882829788,37.3457094217,268.891577522
1520,1950.0,-121.882820311,37.3457136275,269.00576949
1521,1951.0,-121.882809657,37.3457181379,269.121604041
1522,1952.0,-121.882798404,37.3457229066,269.236045878
1523,1953.0,-121.882787528,37.345727515,269.34666672
1524,1954.0,-121.882776685,37.3457321089,269.456908277
1525,1955.0,-121.882765947,37.3457366594,269.566113043
1526,1956.0,-121.882755607,37.3457410407,269.671264044
1527,1957.0,-121.882745244,37.345745432,269.776664202
1528,1958.0,-121.882734636,37.3457499265,269.884523128
1529,1959.0,-121.882722965,37.3457548784,269.993283283
1530,1960.0,-121.882711228,37.345760135,270.100605565
1531,1961.0,-121.882700616,37.3457649102,270.206105571
1532,1962.0,-121.882689925,37.3457697213,270.31300994
1533,1963.0,-121.882679145,37.3457745725,270.420814885
1534,1964.0,-121.882668512,37.3457793567,270.527141101
1535,1965.0,-121.882658087,37.3457840482,270.631390695
1536,1966.0,-121.882647921,37.3457886226,270.733039872
1537,1967.0,-121.882637484,37.3457933194,270.837402565
1538,1968.0,-121.882626725,37.3457981617,270.942337662
1539,1969.0,-121.882616019,37.345803056,271.043095699
1540,1970.0,-121.88260588,37.3458077866,271.140856695
1541,1971.0,-121.882596025,37.3458123858,271.239413649
1542,1972.0,-121.882586102,37.3458170163,271.338644201
1543,1973.0,-121.882576168,37.3458216519,271.43796838
1544,1974.0,-121.882565475,37.3458266421,271.544891086
1545,1975.0,-121.882555085,37.3458314908,271.648803444
1546,1976.0,-121.882545017,37.3458361891,271.749480854
1547,1977.0,-121.882535031,37.3458408494,271.849340907
1548,1978.0,-121.882525006,37.3458455278,271.951540194
1549,1979.0,-121.882514389,37.3458504291,272.062051227
1550,1980.0,-121.882503861,37.3458552472,272.170680195
1551,1981.0,-121.882493426,37.3458600221,272.276798476
1552,1982.0,-121.882483197,37.3458647032,272.380833285
1553,1983.0,-121.882473022,37.3458693595,272.4843011
1554,1984.0,-121.882462829,37.3458740241,272.587954467
1555,1985.0,-121.8824526,37.3458787051,272.691972309
1556,1986.0,-121.882442542,37.3458833081,272.794265654
1557,1987.0,-121.882432564,37.3458878743,272.89574081
1558,1988.0,-121.882423284,37.3458921237,272.99645641
1559,1989.0,-121.88241402,37.3458962086,273.097318075
1560,1990.0,-121.882404053,37.3459006008,273.19888995
1561,1991.0,-121.882394516,37.3459048037,273.295880531
1562,1992.0,-121.882385195,37.3459089113,273.390679674
1563,1993.0,-121.882376091,37.3459129231,273.483250377
1564,1994.0,-121.882367008,37.3459169262,273.575623932
1565,1995.0,-121.882357936,37.3459209242,273.667892108
1566,1996.0,-121.882348935,37.3459248907,273.759428368
1567,1997.0,-121.882340209,37.3459287359,273.848164788
1568,1998.0,-121.882331377,37.3459326282,273.937058492
1569,1999.0,-121.882322176,37.3459367043,274.02811427
1570,2000.0,-121.882312967,37.3459408322,274.121287219
1571,2001.0,-121.882303806,37.3459449387,274.216057861
1572,2002.0,-121.882294605,37.345949063,274.311226442
1573,2003.0,-121.882285451,37.3459531671,274.40592792
1574,2004.0,-121.882276242,37.3459572952,274.501203412
1575,2005.0,-121.882266932,37.3459614685,274.597505599
1576,2006.0,-121.882257685,37.3459656139,274.693184433
1577,2007.0,-121.882248669,37.3459696553,274.786437629
1578,2008.0,-121.882239654,37.3459736969,274.879701886
1579,2009.0,-121.882230601,37.3459777561,274.968496838
1580,2010.0,-121.882221046,37.3459821538,275.058181434
1581,2011.0,-121.8822117,37.3459865152,275.149328897
1582,2012.0,-121.882202587,37.3459907678,275.24044798
1583,2013.0,-121.882193621,37.3459949519,275.330099228
1584,2014.0,-121.882189155,37.3459970361,275.374760456
1585,2015.0,-121.882189155,37.3459970361,275.374760456
1586,2016.0,-121.882189155,37.3459970361,275.374760456
1587,2017.0,-121.882189155,37.3459970361,275.374760456
1588,2018.0,-121.882189155,37.3459970361,275.374760456
1589,2019.0,-121.88218469,37.3459991197,275.419421684
1590,2020.0,-121.882175684,37.3460033223,275.509479096
1591,2021.0,-121.882166579,37.3460075715,275.600527817
1592,2022.0,-121.882157477,37.3460118193,275.691548049
1593,2023.0,-121.882148904,37.3460158201,275.777279705
1594,2024.0,-121.882140334,37.3460198191,275.862987907
1595,2025.0,-121.882131648,37.3460238722,275.949640342
1596,2026.0,-121.882122519,37.3460281373,276.039222369
1597,2027.0,-121.882113084,37.3460325503,276.130334704
1598,2028.0,-121.882103814,37.3460368865,276.220051088
1599,2029.0,-121.882094354,37.3460413109,276.311590011
1600,2030.0,-121.882084687,37.3460458325,276.405130365
1601,2031.0,-121.8820757,37.3460500365,276.492105457
1602,2032.0,-121.882066553,37.346054315,276.580646086
1603,2033.0,-121.882056938,37.3460588119,276.673678914
1604,2034.0,-121.882047445,37.3460632522,276.765530749
1605,2035.0,-121.882038352,37.3460675057,276.853550449
1606,2036.0,-121.882029901,37.3460714583,276.934227221
1607,2037.0,-121.882020919,37.3460756887,277.015432047
1608,2038.0,-121.88201224,37.3460798867,277.094770935
1609,2039.0,-121.882003926,37.3460839097,277.175234361
1610,2040.0,-121.881995293,37.3460880872,277.258771884
1611,2041.0,-121.881986657,37.3460922659,277.342356974
1612,2042.0,-121.881978113,37.3460964,277.42504741
1613,2043.0,-121.881969487,37.3461005735,277.50850358
1614,2044.0,-121.881960628,37.3461048604,277.594237453
1615,2045.0,-121.88195163,37.3461092144,277.681324713
1616,2046.0,-121.881942557,37.3461136044,277.76911768
1617,2047.0,-121.881933489,37.3461179925,277.856892534
1618,2048.0,-121.881924374,37.3461224027,277.945018313
1619,2049.0,-121.881914992,37.3461269441,278.034520057
1620,2050.0,-121.881905371,37.3461316039,278.124617482
1621,2051.0,-121.881895689,37.3461362937,278.215376564
1622,2052.0,-121.881886111,37.3461409331,278.305161394
1623,2053.0,-121.881876549,37.346145565,278.394809822
1624,2054.0,-121.881867104,37.3461501398,278.483367676
1625,2055.0,-121.881857687,37.3461547011,278.571650529
1626,2056.0,-121.881848442,37.3461591795,278.658324746
1627,2057.0,-121.881839396,37.3461635608,278.743131272
1628,2058.0,-121.881830272,37.3461679806,278.828676803
1629,2059.0,-121.881821147,37.3461724002,278.914222127
1630,2060.0,-121.881812861,37.3461764184,278.99976745
1631,2061.0,-121.881804437,37.3461803022,279.085312774
1632,2062.0,-121.881795171,37.3461845787,279.170858098
1633,2063.0,-121.881785906,37.3461888551,279.256403422
1634,2064.0,-121.881776638,37.3461931324,279.341948746
1635,2065.0,-121.881767371,37.3461974096,279.42749407
1636,2066.0,-121.881758103,37.3462016869,279.513039394
1637,2067.0,-121.881748834,37.346205965,279.598584718
1638,2068.0,-121.881739569,37.3462102414,279.684130042
1639,2069.0,-121.881730301,37.3462145186,279.769675366
